,NDB1,NDB2,NDB3,NDB4,DCB1,DCB2,DCB3,DCB4,DCB5
GHITM,5782,6928,3805,5456,7398,4824,6496,9640,2242
LOC100127888,0,50,0,0,301,229,485,0,25
CNTLN,581,1093,938,1001,2784,1665,1060,4314,1375
LOC100506585,0,0,0,0,0,0,0,0,0
CSHL1,0,1,0,0,0,0,0,0,0
OSGIN2,1308,915,1017,988,1251,646,969,1664,1194
FKBP1B,0,11,30,21,28,0,0,0,0
FKBP1A,1723,4137,1727,1633,1396,2050,3273,3724,1529
OSGIN1,232,18,137,41,71,348,326,28,213
LOC100506639,0,0,0,0,0,0,0,0,0
MAP10,11,31,30,65,18,66,22,182,134
ELFN1-AS1,0,0,0,0,0,0,0,0,0
LGALS9C,34,61,58,42,950,7354,468,0,166
LGALS9B,133,77,37,314,878,8455,408,204,150
UNC50,561,1042,823,1102,1121,654,900,1450,553
NKAIN4,0,6,2,0,0,0,0,0,0
NKAIN3,0,0,0,0,0,0,0,0,0
NKAIN2,0,2,0,0,0,15,0,0,0
NKAIN1,0,0,0,0,0,13,0,0,0
MAP1A,268,1253,1688,5218,453,413,2240,392,332
MAP1B,1477,2347,2044,1758,2053,742,2577,760,968
IGSF9B,0,773,65,385,6,117,108,28,11
UNC5B,1261,1964,1577,1906,1622,2856,2725,2134,1702
UNC5C,0,117,166,122,13,0,317,0,49
VGF,65,0,0,0,0,3,26,18,14
UNC5A,0,23,0,9,6,0,0,0,0
UNC5D,0,23,0,0,0,0,0,0,0
MAP1S,1805,660,667,1065,952,539,1640,1282,488
CCP110,831,1040,1915,2491,3709,2001,1436,4264,1890
LOC101927839,0,0,0,0,0,0,0,0,0
ANKRD19P,20,1598,30,46,76,199,53,124,47
LOC101927830,0,0,0,0,0,0,0,0,0
LOC101927835,0,0,0,0,0,0,0,0,0
RPL18A,11550,10686,5941,4992,8883,4299,10832,7740,3511
EHMT1-IT1,0,1,0,0,1,0,0,0,0
CLEC18A,0,57,66,117,57,69,246,0,113
CEND1,0,0,0,0,0,13,9,0,9
CLEC18B,11,25,45,0,13,62,67,0,50
SDR42E1,308,203,394,115,706,220,281,22,756
ALOX12B,0,1382,132,1444,413,9937,3558,0,0
EPB41L1,2195,4712,6505,9017,14191,30282,18616,31804,20206
PPCDC,236,327,206,270,314,273,331,274,232
EPB41L3,205,1076,667,565,1035,451,750,1348,231
EPB41L2,2905,3592,3213,4148,3229,5234,2739,2588,895
EPB41L5,861,2035,1642,2459,1544,1120,1854,2722,794
ACSS3,83,149,289,336,18,0,341,76,29
ACSS2,1131,2495,1355,1164,2522,2237,3435,3600,1951
ACSS1,203,294,310,1043,552,528,466,1232,367
KIDINS220,2350,7270,6535,5971,10098,5891,7100,12964,9227
RUNDC3A,0,123,0,0,28,0,26,0,0
HTR5AOS,0,0,0,0,0,0,0,0,0
DFNA5,5384,2862,697,661,713,1449,582,714,1205
MAGEH1,14,100,68,115,76,56,79,44,41
WNT3,61,125,56,58,62,640,63,0,178
WNT2,211,498,641,733,19,0,306,146,0
WNT1,0,0,0,0,7,0,0,0,0
LRRN4,52,19,0,0,0,22,17,0,27
LRRN3,255,345,109,9,689,264,45,10,405
WNT6,32,0,19,0,21,73,53,50,20
LRRN1,0,77,239,123,7,10,146,132,0
WNT4,246,809,550,331,1191,3185,1122,862,1220
PROKR2,0,5,0,0,0,0,0,0,0
HOXA11-AS,0,0,0,0,0,0,0,0,0
RNF175,0,79,31,0,62,0,3,58,36
RNF170,557,3398,2477,3282,2610,2243,2837,6544,3437
ASAP1-IT2,0,3,0,0,0,0,0,0,0
ASAP1-IT1,0,0,0,0,0,0,0,0,1
PCNA,607,3976,2406,975,3347,2625,1676,5442,1588
ZBTB7A,502,1514,524,851,1893,1312,1520,1590,825
ZBTB7C,0,2551,375,562,1061,971,737,1238,778
ZBTB7B,998,1867,739,1514,2373,2439,2276,1696,1781
PCNP,870,3396,1690,1355,4317,2772,1790,3882,1468
PCNT,12104,21723,12596,15757,28596,18490,25142,34078,23612
PCNX,10110,10684,10417,9732,12886,10057,10724,25218,11760
UTY,0,0,0,0,0,0,0,0,0
LOC442497,0,0,0,0,0,0,0,0,0
PCAT1,0,0,0,0,0,16,9,46,0
PCAT2,0,0,0,0,0,0,0,0,0
PCAT5,0,0,0,0,0,0,0,0,0
PCAT4,0,0,0,0,0,0,0,0,0
PCAT6,0,0,0,0,0,0,0,0,0
DNPH1,717,1164,530,430,284,370,1055,1520,286
MIR409,0,0,0,0,0,0,0,0,0
UFD1L,1676,2583,1441,1499,2843,1647,2524,2778,1750
ILF3,15074,12182,5285,8305,21245,9322,12537,14226,8172
ILF2,6726,8465,4447,4769,15817,5637,5624,16658,5348
LOC101928682,0,0,0,0,0,0,0,0,0
LOC101928689,0,3,0,0,0,0,0,0,0
BOC,112,343,345,930,224,828,751,188,65
FAM24B-CUZD1,49,158,135,0,61,21,16,74,26
GAGE8,0,213,0,0,0,0,0,16,0
DENND2A,29,431,259,587,55,88,572,22,36
LOC100133920,95,23,36,162,107,163,98,396,276
DENND2D,1258,2478,2059,4426,2916,3247,1976,6320,2646
GAGE1,0,15,0,0,0,0,0,0,0
PPT1,2887,2454,2561,2205,3487,2766,3107,5290,2230
PPT2,531,48,443,625,441,453,556,1294,400
GAGE5,0,1,0,0,0,0,0,0,0
GAGE4,0,19,21,0,0,0,0,32,0
GAGE7,0,33,0,0,0,0,0,0,0
GAGE6,0,6,0,0,0,0,0,0,0
SAFB,2831,11169,5101,6145,15533,7192,10954,15196,7805
TRNP1,5,0,0,14,0,0,9,0,0
UBOX5-AS1,0,0,0,0,0,0,0,0,0
DEFB123,0,0,0,0,0,0,0,0,0
OR1M1,0,0,9,0,0,0,0,0,0
YBX3P1,0,15,2,0,0,0,3,0,0
PPP1R26,1196,1103,417,1096,440,793,1087,346,1209
PPP1R27,0,0,11,0,65,13,15,0,23
PPP1R21,1259,2301,1409,2649,2866,2654,2687,3500,3056
NGLY1,563,2472,2090,1986,2075,1924,856,5456,1831
FAS-AS1,0,0,0,0,5,0,5,0,0
LMX1A,0,0,0,0,0,0,0,0,0
ZCCHC24,7,124,49,123,33,30,109,58,11
LMX1B,0,176,0,0,0,0,19,0,0
OR6V1,14,43,25,9,37,139,14,76,153
ETV3L,0,256,0,0,696,188,0,0,0
KCP,1782,5819,599,3058,375,580,2321,16,4913
CNR1,0,9,19,30,9,41,22,0,0
GBX2,19,9,17,0,11,11,37,0,0
GBX1,0,292,0,0,0,0,0,0,310
CNR2,0,0,0,0,11,6,0,0,9
GNL3L,2808,3950,2267,2440,4076,5582,3850,9406,3809
JARID2-AS1,0,0,0,0,0,0,0,0,0
LOC606724,792,771,762,854,787,990,417,3248,671
OTULIN,548,1156,913,784,1712,1151,1092,1522,1326
TGS1,1619,3320,2019,1533,4427,1994,2674,5632,2429
ANKS1B,0,164,129,635,374,460,299,0,4
ANKS1A,2808,3687,2095,3626,4104,5181,6504,5464,4099
CDIPT-AS1,0,0,0,0,0,0,5,0,0
MIR1972-2,0,0,0,0,0,0,1,0,0
MIR1972-1,0,0,0,0,0,0,0,0,0
ADAM10,4107,15152,10067,10537,13267,9500,14606,16088,12229
ADAM11,0,14,0,0,20,0,9,0,9
ADAM12,1695,4573,3457,2326,240,396,2887,1154,325
ADAM15,13187,6090,4537,4272,5931,6616,10497,7470,17049
PROB1,142,60,45,259,92,104,123,0,44
ADAM18,0,0,0,0,0,0,0,0,0
ADAM19,1482,3040,1628,1565,1716,813,502,1282,729
MEPE,0,0,0,0,0,0,0,0,0
HAGH,817,1556,872,597,1512,1054,1382,2268,1175
GLYAT,0,0,0,0,0,0,0,0,0
OPALIN,0,0,0,0,0,0,0,0,0
U2AF1L4,33,257,136,77,398,167,155,244,168
NDEL1,1008,3467,800,1842,3414,2257,2917,2746,1059
MIR7851,3,3,2,1,2,1,6,4,4
MIR7853,0,0,0,0,0,0,0,0,0
MIR7852,0,0,0,0,0,0,0,0,0
MIR7855,0,2,1,0,1,0,0,2,0
MIR7854,0,0,0,0,0,0,0,0,0
SHANK1,62,97,84,64,0,0,76,0,19
MIR7856,0,0,0,0,0,0,0,0,0
ADAM1A,351,381,547,652,570,372,277,1202,582
PLAC8L1,10,85,0,21,75,13,12,0,21
PCSK9,179,1188,484,484,907,1744,775,206,346
PCSK2,0,0,0,0,0,21,6,0,0
PCSK1,211,122,317,302,600,2081,194,492,264
PCSK6,676,1253,493,309,483,207,764,132,122
PCSK7,1060,3004,1547,2070,3315,2794,2696,4150,1565
PCSK4,0,75,13,31,156,3,111,22,92
PCSK5,724,985,645,1466,59,131,2522,74,1540
SP140L,1303,1709,1232,3268,4065,3226,5799,8724,7382
TC2N,1158,4647,3081,25571,6828,1676,3970,14344,4145
LOC63930,0,0,0,0,0,0,0,0,0
PLTP,2019,7424,2883,2595,1318,630,5870,2912,4262
FKBP9P1,693,332,195,218,55,113,228,152,216
DPYSL4,0,23,0,44,8,19,27,0,0
MIR6812,0,0,2,2,2,1,0,0,1
MIR6813,0,0,0,0,0,0,0,0,0
MIR6810,0,0,0,0,0,0,5,0,2
MIR6811,0,0,0,9,3,14,3,0,12
MIR6816,1,1,1,4,2,2,1,0,0
SETBP1,2657,5321,6613,14553,9341,4614,9544,9654,10728
MIR6814,0,0,1,0,2,1,0,0,0
MIR6815,64,31,6,10,46,24,32,26,25
SAMSN1,67,896,582,644,2589,205,318,2984,731
MIR6818,0,1,0,2,1,0,1,0,0
MIR6819,6,10,1,0,5,6,10,4,2
FAM151B,58,196,101,49,150,132,346,56,151
FAM151A,242,98,49,150,256,247,273,112,112
SNORD91B,31,25,3,46,24,16,12,38,14
SNORD91A,2,8,3,8,23,0,4,0,0
PAXIP1,1040,3574,1575,1630,2880,1847,1930,4002,1019
LDLRAD4-AS1,0,0,0,0,0,0,0,0,0
VPRBP,1188,3570,4242,4090,4268,3900,2934,9102,1859
RPL13AP6,354,311,193,403,290,228,381,562,305
RPL13AP5,63339,84501,39711,40156,78322,36691,77580,57676,34443
RPL13AP3,0,10,9,0,0,33,0,4,40
USE1,139,346,204,288,255,224,361,326,176
CNRIP1,0,89,139,168,50,99,71,44,15
ARMCX5-GPRASP2,68,393,154,311,244,330,132,212,127
LOC642929,0,0,0,0,0,0,0,0,0
CYP1B1-AS1,0,0,0,0,0,0,0,0,0
CDC34,536,1267,505,385,913,540,1460,1460,630
CDC37,5239,11770,2607,3173,8288,2799,4069,6842,2925
OR2T34,0,1,14,0,0,0,0,0,6
OR2T35,0,7,0,0,0,0,0,0,0
OR2T33,0,1,0,0,0,40,0,0,0
PROSER2-AS1,0,0,0,0,0,0,0,0,0
SPIN2A,666,317,858,1339,1155,1667,555,454,1141
SPIN2B,954,323,440,40,933,919,675,518,896
PGLS,894,1091,461,418,683,670,1331,772,650
LINC01194,0,0,0,0,0,0,0,0,0
LINC01197,0,0,0,0,0,0,0,0,0
LINC01191,0,0,0,0,0,0,0,0,0
LINC01192,0,0,0,0,0,0,0,0,0
LINC01193,0,0,0,0,0,0,0,0,101
UNKL,212,612,270,368,494,664,672,386,421
MRPL42P5,9,16,20,20,10,1,3,22,0
CCNA2,1769,3050,1729,1070,3560,1917,914,4920,760
WDR1,5942,12539,5528,9791,14282,8638,6062,11206,4411
CCNA1,790,0,0,0,0,0,0,0,0
DYNC1I1,33,59,0,0,0,24,17,0,0
VPS28,1093,1965,977,965,1093,1202,1307,946,1026
VPS29,953,1083,1577,1453,2268,1414,1116,3346,1173
SKA1,37,595,128,36,262,83,258,396,141
SKA3,437,1474,479,415,893,446,239,658,409
SKA2,493,1432,1179,477,2764,1122,763,2050,851
GRID2IP,14,33,61,31,51,43,37,20,96
PCDH20,0,5,14,0,0,0,36,0,0
C6orf89,2210,3105,2563,3955,3210,3561,5730,4902,3631
PPP1R13B,834,1900,1932,1593,3542,3716,2173,5356,2221
PPP1R13L,2558,3235,1390,663,1691,2512,2469,1146,2236
LOC100128239,0,0,0,0,0,0,0,0,0
LOC100128233,0,0,0,0,0,0,0,0,0
WNT10A,305,48,151,45,423,2119,521,134,189
WNT10B,17,187,58,6,29,11,9,8,20
MIR147A,0,0,0,1,0,0,0,0,0
COX6A2,0,0,0,0,0,0,0,0,0
MIR1471,0,0,0,0,0,0,0,0,0
MIR1470,0,0,0,0,0,0,0,0,0
OR4A47,0,0,0,0,0,0,0,0,0
HOGA1,0,12,7,4,37,10,14,0,0
LPP-AS2,0,0,0,0,0,0,0,0,0
TM4SF18,0,83,0,30,23,26,27,0,0
TM4SF19,420,1380,217,88,24,459,253,0,717
POU3F3,0,0,0,36,0,0,0,0,0
POU3F2,0,3,0,0,0,0,6,0,0
POU3F1,0,18,18,6,11,48,18,20,31
LAMB1,21684,21200,9229,16273,8969,7146,10653,6818,11906
LAMB3,79010,56648,12718,15508,51401,36154,35799,21872,12524
LAMB2,3502,6054,7373,10196,2035,4765,7325,2612,991
ATP7A,1279,3939,2432,2665,3090,4873,2636,8232,2101
LAMB4,0,19,0,0,45,168,0,0,0
CYSLTR1,0,37,81,135,73,38,30,154,0
MPHOSPH9,1356,3947,2593,2223,5075,2168,2115,9600,2510
MPHOSPH8,1752,6830,3983,5378,5466,4843,3464,7108,4685
POU3F4,0,0,0,0,0,0,0,0,0
MPHOSPH6,688,1464,1129,1503,3110,1708,2043,3248,2233
MIR936,86,1,1,1,57,35,6,2,1
ASTN2,55,115,179,562,2472,112,84,420,45
ASTN1,0,9,11,0,0,0,3,0,3
RSPH9,51,50,101,17,16,47,28,136,58
MIR933,10,2,6,3,0,5,7,6,10
MIR5583-2,0,0,0,0,0,0,0,0,0
LOC400867,0,0,0,0,0,0,0,0,0
LOC400863,0,0,0,0,0,0,0,0,0
MIR939,1,2,1,1,7,2,1,0,1
MGA,10423,15675,9980,18834,26590,14136,17522,38618,12118
LOC729159,254,289,101,411,147,279,228,240,216
MGP,248,3160,6357,7881,1499,484,7539,1244,795
ADSS,2986,4976,3824,2387,6775,2517,5079,7910,3013
SAMD4A,848,1095,789,1401,580,229,1810,914,608
ADSL,5767,2894,2616,4552,3299,3008,3329,6542,3553
SAMD4B,3218,3133,2251,3117,3429,3012,4785,3438,5575
GAS2L1,1503,295,185,262,529,486,658,426,361
GAS2L3,917,1408,1605,820,1768,1194,922,3912,1658
GAS2L2,0,19,0,5,18,63,22,0,193
HPGDS,0,27,75,10,57,52,60,42,87
XRRA1,2446,1554,1742,1533,1307,1699,2093,3130,1628
HN1L,3492,2363,2350,3774,3299,3770,3272,4168,3324
ZW10,422,1793,1078,1056,2782,2266,2048,3702,859
RSRC1,411,3084,1900,1080,4347,3055,2024,3176,3360
RSRC2,3565,12661,6364,6962,23461,7027,8955,14388,5775
CPN2,0,6,0,0,0,5,0,0,0
CPN1,0,0,0,0,0,0,0,0,0
TP73-AS1,432,122,256,739,511,703,269,96,369
PYY2,5,0,0,0,0,0,0,0,0
CDADC1,282,304,248,293,291,331,253,400,375
GABBR1,2956,4412,3477,3010,5108,1529,3046,1070,412
NLGN2,2047,1554,1994,2670,2108,1556,2628,3548,1127
OR2K2,0,0,0,0,0,0,0,0,0
ARHGAP44,0,430,257,880,29,45,174,0,25
ZNF733P,0,0,0,0,0,0,0,0,0
CASQ1,0,41,0,0,40,2,65,0,39
ARHGAP40,0,213,297,1104,156,1059,373,0,448
CASQ2,0,10,56,0,0,44,44,0,17
NLGN1,0,9,0,45,0,29,61,28,0
PCBP1-AS1,0,15,60,16,30,110,29,22,104
TNNT1,2960,2672,1895,1062,1116,71,1661,34,257
CDC42EP3,248,197,355,232,112,135,298,316,318
CDC42EP2,111,95,57,167,115,93,438,88,79
CDC42EP1,665,367,285,405,595,633,475,170,72
CDC42EP5,77,22,10,24,27,0,34,0,77
CDC42EP4,1183,593,875,783,4935,2513,814,2032,1147
HEIH,0,0,0,2,0,3,0,0,2
GPRC6A,0,0,24,0,0,0,0,0,0
TBKBP1,134,241,104,102,269,86,325,140,361
RAB36,22,62,130,469,207,90,171,0,82
ABI2,382,389,821,1114,822,848,852,1142,687
ABI3,55,172,82,168,204,152,88,398,87
OTC,0,0,0,0,0,0,0,0,0
TESC,0,107,38,10253,75,5,201,184,31
OTP,0,0,0,0,0,0,0,0,0
PITPNC1,929,1177,698,1535,947,680,1805,3340,774
KRT39,0,2,0,0,5,55,0,0,23
KRT38,0,0,0,0,0,0,0,0,2
KRT31,0,46,44,0,761,400,160,684,2080
KRT32,3,0,0,0,0,0,0,0,54
KRT35,0,0,0,0,0,0,0,0,0
DHDDS,1053,1281,1383,1949,1747,2461,2222,3458,1737
KRT37,0,0,0,0,28,64,0,0,95
KRT36,0,0,0,0,0,27,6,0,11
IL21,0,0,0,0,13,0,0,0,0
IL20,0,110,0,0,94,36,0,0,0
TIMP4,0,0,30,0,0,0,0,0,0
IL25,0,0,0,0,0,0,0,0,0
IL24,206,432,0,177,63,0,79,122,52
IL27,0,0,0,0,0,0,0,0,0
IL26,0,0,0,0,11,0,0,0,0
TIMP1,7502,1276,1045,2795,967,839,1662,730,573
CLINT1,3221,19706,7616,11539,13193,16528,7957,24166,5752
C4B,14357,22688,1923,2444,32111,12546,48790,22756,15282
AHRR,51,93,28,69,230,94,136,2,210
ADCY4,223,561,219,724,243,241,1043,1260,297
ADCY5,0,49,82,0,0,20,233,0,0
ADCY6,829,2054,1735,5703,1724,1473,2448,1992,1730
ADCY7,5006,3009,1220,1934,1538,2338,2071,2018,1907
ADCY1,0,1267,25,268,371,214,167,72,123
ADCY2,0,18,83,279,0,54,156,0,0
ADCY3,3921,4597,3095,2165,5008,2468,4023,4820,5881
ADCY8,0,0,0,0,0,0,0,0,0
ADCY9,1804,3146,2154,2160,2817,4175,4131,7426,1473
NUCKS1,5869,21738,10327,5347,26517,8618,11778,18908,12639
DDI2,1253,3177,3146,2278,1899,5770,3787,5250,4704
DDI1,0,30,9,134,14,54,60,0,0
XRCC1,1287,1907,1641,1249,2436,1630,1774,2550,2618
HOXB-AS3,47,113,152,768,611,96,71,6,210
XRCC3,2400,2966,1906,2877,3695,1946,1769,5460,3429
XRCC2,279,535,345,181,564,431,214,618,385
XRCC5,15357,13566,10505,18063,28633,19843,19930,32150,21006
XRCC4,357,470,406,603,855,766,505,672,359
XRCC6,13190,13937,8319,11854,18923,13094,15049,19330,12942
MEIS3,78,570,183,118,8,0,117,0,27
MEIS2,110,578,670,1473,1085,822,983,1290,489
MEIS1,620,1235,4232,2757,5137,6951,5063,5434,6546
PCDHAC2,0,33,6,413,3,0,19,22,0
PCDHAC1,3,33,0,85,0,0,22,162,0
CTLA4,9,341,177,62,782,116,90,498,257
LOC101928113,0,0,0,0,0,0,0,0,0
ESPNL,0,10,0,0,0,15,17,0,66
USP32P1,132,12,134,194,46,29,263,1552,97
USP32P2,229,504,95,547,190,531,299,88,727
ESPNP,0,0,118,109,22,87,38,132,232
LOC100996669,0,0,0,0,0,0,0,0,0
DDX60,5489,7820,5328,8158,30856,6437,7110,15536,7340
ATE1-AS1,0,0,8,0,0,7,0,0,0
MLIP-IT1,0,0,0,0,0,0,0,0,0
H2AFY2,0,645,642,611,1450,543,808,1504,490
ADCY10,42,698,61,6,83,33,2,14,21
KCNA6,0,15,42,87,0,0,0,0,0
KCNA7,40,162,11,7,35,14,33,0,93
KCNA4,0,0,0,0,0,0,0,0,0
KCNA5,0,15,76,141,3,6,67,0,19
KCNA2,0,27,12,22,11,53,14,0,11
KCNA3,19,236,254,549,199,50,69,782,101
KCNA1,0,0,0,0,0,0,0,0,0
OPTN,4119,12474,5816,8841,17353,12384,15288,12380,8049
BHMT,0,0,0,82,0,0,0,0,0
LOC101928523,0,0,0,0,0,0,0,0,0
OPTC,0,0,0,97,3,0,6,0,0
FTL,51283,31394,61148,35650,45112,16169,19459,82242,53581
FTO,3865,3405,4325,6303,6717,6629,6261,7778,4534
ACACA,15091,27213,20141,24946,22531,39483,19091,21584,32444
ACACB,716,1476,2234,5258,2669,2014,3772,3186,2731
TNK1,660,685,156,389,936,1215,719,1144,421
PLA2G2A,0,30,0,72,0,0,27,0,0
PLA2G2C,0,0,0,0,0,0,0,0,0
PLA2G2E,0,0,0,0,0,0,0,0,0
PLA2G2D,0,17,48,0,49,0,0,0,194
PLA2G2F,0,204,42,0,20,88,155,0,0
OR8J3,0,0,0,0,0,0,0,0,0
OR8J1,0,0,0,0,0,0,0,0,0
AATK-AS1,0,3,0,0,0,0,0,0,0
CYFIP1,8648,9596,6143,7772,10354,9913,10419,10566,9429
CYFIP2,263,1437,976,5367,1776,1555,368,4846,1025
TOB1,749,1530,2277,2133,6493,1805,47,3918,1145
GUSBP5,0,0,9,0,0,0,3,0,0
GUSBP4,511,881,1135,1047,1327,1728,1420,1420,1690
GUSBP1,2527,4911,5703,3211,11302,10184,7658,8570,18325
GUSBP3,3510,8288,7221,10921,17487,19690,10795,20428,23517
GUSBP2,1102,3276,3156,1691,7269,6871,4194,4118,8595
GUSBP9,3284,4433,4751,2256,6265,11051,7167,9936,6089
KRTAP29-1,0,2,0,0,3,0,0,0,9
LHPP,220,214,439,302,234,357,610,906,166
NUP188,10871,10554,5592,5440,11305,10280,10596,16006,9688
LOC101929694,0,0,0,0,0,0,0,0,0
LOC101929696,0,0,0,0,0,0,0,0,0
SETMAR,263,886,1171,1080,708,1072,695,2130,567
LOC101929690,0,0,0,0,0,0,0,0,0
GLT8D1,504,1275,1294,1792,992,980,644,1922,760
OR2C3,0,0,0,0,0,0,0,0,0
LOC101929698,0,0,0,0,0,0,3,12,0
OR2C1,0,3,0,0,0,2,6,10,6
CTD-3080P12.3,0,0,0,0,0,0,0,0,0
REG1A,0,0,0,0,0,0,34,0,0
REG1B,0,0,0,0,0,0,0,0,0
MRGPRD,0,0,0,0,0,0,0,0,0
OSR1,0,11,209,79,9,34,93,0,178
MRGPRF,46,60,3,93,0,17,133,92,25
MRGPRG,0,0,0,0,0,0,0,0,0
REG1P,0,0,0,0,0,0,0,0,0
HES1,305,2495,768,664,2414,1723,1971,1948,1070
TTC39A,0,514,459,1461,692,727,278,12,952
BPNT1,618,1924,1260,742,2127,1426,1500,1480,1279
ABHD14A-ACY1,132,120,349,89,227,0,9,426,0
C1orf141,0,0,0,0,0,0,0,0,0
BCL9,1752,1613,2131,3987,2200,2537,1484,2502,2342
LOC101929344,0,0,0,0,0,0,0,0,0
BCL6,620,1549,2026,1109,4554,1670,2766,9066,1906
BCL3,1065,1336,401,915,1862,949,1297,900,1154
BCL2,65,91,117,45,146,80,69,314,68
NPEPL1,396,668,12,132,292,220,320,200,241
CLMN,1187,1038,1790,3604,2874,738,1062,1340,2232
CLMP,709,426,171,482,38,9,207,76,25
MTM1,1143,995,1334,1119,3275,2250,1089,2876,1980
SERPINB9,380,1249,295,619,1200,486,898,796,744
CSNK1G3,1163,2521,3119,3242,4730,3236,1975,5600,1424
CSNK1G1,1137,2787,1517,1147,2736,1337,2012,3830,1326
SERPINB1,2475,19115,1661,3343,6181,3084,10616,3230,2302
SERPINB3,10684,54920,25848,10700,43725,16569,128033,82110,75557
SERPINB2,122,1313,923,118,4020,615,8453,2436,727
SERPINB5,2796,4047,1847,968,12581,3641,10987,2586,2021
SERPINB4,1324,38008,8107,2887,23024,9668,36912,17668,34920
SERPINB7,5,620,412,21,299,86,526,18,75
SERPINB6,5106,8478,4601,5507,4509,2917,7630,10474,5877
FAM76B,213,1623,647,871,1701,770,623,1828,534
FAM76A,99,485,399,483,777,729,696,946,489
EXD3,224,358,247,227,349,496,485,276,592
EXD2,984,1159,905,1785,1038,1101,2370,3386,801
EXD1,0,26,0,0,6,0,0,0,0
ELP6,291,732,340,355,284,614,287,938,287
ELP5,994,803,386,1145,1537,1683,1054,2360,603
ELP4,556,918,1094,937,1566,1258,1553,2706,826
ELP3,2804,2807,2107,2754,3444,2170,2957,3676,2400
ELP2,8323,7983,4887,7553,7751,4504,7313,11804,5991
SPRYD3,668,1179,815,1008,718,800,776,860,526
SPRYD4,150,138,151,144,322,288,235,400,185
SPRYD7,265,1160,258,233,357,317,137,194,330
KLHDC4,887,937,747,1149,1608,1514,1118,2186,1166
KLHDC2,690,1545,2076,2756,2232,1726,2514,5424,1637
KLHDC3,1377,2331,2140,2907,1754,3187,3958,7198,3034
KLHDC1,0,83,405,394,295,176,327,738,293
ASXL1,13190,14448,10547,20061,20546,15516,12658,30596,11874
RNASET2,1166,3273,1311,4153,3186,1646,2381,2820,1997
ASXL3,0,66,119,92,0,0,146,130,0
ASXL2,2193,7092,5200,6275,9377,4368,5576,10936,7054
HDDC2,373,1792,621,883,1026,1391,750,1034,628
HDDC3,68,151,100,142,214,63,106,208,172
ZNF252P-AS1,0,22,38,3,17,29,0,0,64
DONSON,1081,2330,1813,1725,4027,1971,1996,4826,3113
SPATA13,496,754,721,2535,982,375,740,1590,698
SPATA12,30,33,84,107,115,111,49,292,147
SPATA17,0,6,34,351,42,41,16,144,107
SPATA16,0,0,0,0,0,0,0,0,0
COL18A1-AS2,0,0,0,0,0,0,0,0,0
COL18A1-AS1,0,17,16,57,18,6,10,0,14
SPATA18,156,508,189,616,756,517,525,90,160
VCP,23690,43676,19389,20882,39863,27342,29345,39608,14214
CEP170P1,251,190,117,170,223,79,164,264,150
TRIM53AP,0,0,0,0,0,0,0,0,0
HLA-J,0,99,160,121,184,131,79,474,165
RINL,111,157,79,189,284,73,73,154,315
HFE,231,1242,1013,1088,1432,982,1102,2212,1804
GPR146,231,104,48,217,81,106,132,112,143
LOC154449,0,0,0,0,0,0,0,0,0
GPR141,36,25,22,17,21,17,11,22,17
GPR142,0,0,0,0,0,0,0,0,0
GPR143,69,126,95,67,446,300,39,46,192
HLA-L,217,231,127,39,400,94,120,496,101
GPR148,0,0,0,0,0,0,0,0,0
GPR149,0,0,0,0,0,0,0,0,0
HLA-C,12916,12243,6164,33009,32979,13761,15383,16630,14291
HLA-B,33033,18573,20564,61045,277406,32519,40957,30906,44580
CITED2,930,461,527,1084,1041,994,2398,1474,841
CITED1,0,38,0,0,0,0,0,0,0
TRAK1,1238,5291,2668,6286,2679,7105,2816,7550,2382
CITED4,73,99,14,31,23,65,79,22,76
DAGLA,250,122,196,473,213,124,308,1242,278
DAGLB,2299,1257,728,760,1002,1060,1020,2416,1027
HLA-G,55,0,0,274,477,682,0,0,334
SLC7A3,0,0,109,0,0,0,0,0,0
SLC7A1,4375,3940,2525,3877,5431,4801,1713,2360,1468
CSNK1A1L,0,19,9,11,2,0,0,0,0
HIRA,2756,2617,2161,2673,4798,2646,2976,4954,2425
GM140,0,0,0,0,0,0,0,0,0
RIN1,2418,1102,108,284,889,888,737,386,291
RIN3,1159,815,1135,1234,775,1774,1496,1540,1677
RIN2,4417,7869,3464,8527,6029,7069,13828,5032,8351
WWOX,1286,1216,2067,1512,3288,2484,2427,4166,3146
LNX1-AS1,0,0,0,0,0,0,0,0,0
LNX1-AS2,0,0,0,0,0,0,0,0,0
RIPK1,888,2466,1543,2690,4500,2424,3963,4492,2881
RIPK3,141,630,261,627,431,370,948,2258,299
RIPK2,495,896,451,1079,1068,323,335,1190,681
PDCL,174,682,339,277,561,302,241,600,330
IGFBP7-AS1,7,0,0,0,0,0,5,0,0
SRCIN1,0,332,13,16,40,61,69,0,0
LOC339666,0,0,0,0,0,0,0,0,0
TUBG1,5871,6674,2549,2819,5341,5558,6182,6832,3676
C2orf27A,25,125,56,93,103,92,74,58,60
CRABP1,0,0,0,0,25,0,0,0,0
